followed_id,follower_id,follower_username,follower_name,follower_created_at,follower_description,follower_location,follower_pinned_tweet_id,follower_followers_count,follower_following_count,follower_tweet_count,follower_listed_count
537500546,50165469,talkchandler,Chandler Christine,2009-06-24T01:12:46.000Z,Daughter of a King | Taken 💍,"Tampa, FL",1413902749226479620,59541.0,6415.0,13008.0,125.0
537500546,1370188778,nretamar9,naty love,2013-04-21T18:01:38.000Z,,san juan,,8.0,76.0,0.0,0.0
537500546,2207904251,BarbiiePaola,💝,2013-12-04T21:00:13.000Z,❤- Un 1 De Enero Del 2016 Comenzo Mi Historia De Amor Aunque Antes De Esa Fecha Ya La Historia Se Estaba Narrando -❤,,,221.0,290.0,4169.0,0.0
537500546,2187902037,NickAleysha,cherito♥,2013-11-19T20:36:54.000Z,,,,24.0,370.0,150.0,0.0
537500546,2173917549,JeanDanielColon,Jean D.,2013-11-09T00:12:52.000Z,,,,114.0,410.0,75.0,0.0
537500546,1673915112,maysonet_kevin,El Zurdo,2013-08-15T19:57:54.000Z,,,,29.0,62.0,164.0,0.0
537500546,545381170,Breylis_Krystal,Breylis Krystal,2012-04-04T19:29:48.000Z,🇵🇷🌴,"San Juan, PR",,411.0,683.0,7702.0,0.0
537500546,1687245625,dm2h_,دانا ماري,2013-08-21T02:27:35.000Z,,"San Juan, Puerto Rico",1019100067943337985,435.0,324.0,32344.0,0.0
537500546,573663303,AriitzaMar,aritza 💖,2012-05-07T12:04:21.000Z,UPRRP 🐓|20|,,1048413576149585920,500.0,423.0,64281.0,0.0
537500546,73289150,Jampierecintron,Jampiere Cintrón,2009-09-11T02:37:18.000Z,"23'
Videogames & Music, specially kpop and Dance Gavin Dance are my life. 
♑➿","Twilight Town, Kingdom Hearts",,33.0,289.0,150.0,0.0
537500546,1534688215,Coke_boii_,Jamil_Gee,2013-06-20T18:43:00.000Z,"#TLOE/
#BDUB/
Stay Cookin/
#TRAPLIFE/
Hmu if you need cali!",,,18.0,34.0,19.0,0.0
537500546,1332892362,Deriel19,-Deriel-,2013-04-07T01:50:26.000Z,Deriel For The Win.! Gamer Here PSN:XDeri_5X,,,72.0,56.0,891.0,0.0
537500546,587820694,carlosdeleon841,Carlos De Leon,2012-05-22T22:59:03.000Z,,,,20.0,360.0,12.0,0.0
537500546,438477291,hammor20_5,@broonzayah,2011-12-16T16:47:40.000Z,,دبي,,52.0,351.0,442.0,0.0
