id,attachments,context_annotations,conversation_id,created_at,account_id,in_reply_to_user_id,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,source,text,mentions,hashtags,urls
1498506850588712962,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1059669906201862144', 'name': 'Jack Posobiec', 'description': 'Jack Posobiec'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}]",1498328207334027264,2022-03-01T03:54:08.000Z,2433787058,808907412,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPad,"@SotoJellian3500 @JackPosobiec Trump, at least accomplished something.","['SotoJellian3500', 'JackPosobiec']",[],[]
1498506031248207873,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1059669906201862144', 'name': 'Jack Posobiec', 'description': 'Jack Posobiec'}}]",1498328207334027264,2022-03-01T03:50:53.000Z,2433787058,592730371,en,1.0,0.0,0.0,0.0,everyone,Twitter for iPad,@JackPosobiec AMEN…..,['JackPosobiec'],[],[]
1498505427637600257,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1059669906201862144', 'name': 'Jack Posobiec', 'description': 'Jack Posobiec'}}]",1498328207334027264,2022-03-01T03:48:29.000Z,2433787058,82211673,en,0.0,0.0,5.0,0.0,everyone,Twitter for iPad,@stubborn_swede @JackPosobiec He has screwed up everything he’s tried.,"['stubborn_swede', 'JackPosobiec']",[],[]
1466188699541012481,,,1466118926996230148,2021-12-01T23:33:21.000Z,2433787058,111400999,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPad,"@JaniceDean Sorry, I can’t get my code right",['JaniceDean'],[],[]
1437171363165270017,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '989579035599515648', 'name': 'Jim Jordan', 'description': 'US Representative Jim Jordan (OH-04)'}}]",1364607989211156481,2021-09-12T21:48:48.000Z,2433787058,18166778,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,@Jim_Jordan And a great leader.,['Jim_Jordan'],[],[]
1436891063994650625,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '1138070898013982721', 'name': 'Ryan Fournier', 'description': 'Political Commentator and Analyst '}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '1138070898013982721', 'name': 'Ryan Fournier', 'description': 'Political Commentator and Analyst '}}]",1402756965877653504,2021-09-12T03:15:00.000Z,2433787058,166751745,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPad,@RyanAFournier That’s right,['RyanAFournier'],[],[]
1436890627384365058,,,1402705839752888322,2021-09-12T03:13:16.000Z,2433787058,1101953865409314817,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPad,@GingersPage I love America,[],[],[]
1382844713389092866,,,1382368934305935361,2021-04-15T23:54:06.000Z,2433787058,1298826170595770371,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPad,@CzaplickiStan @JaniceDean Piece of shit,"['CzaplickiStan', 'JaniceDean']",[],[]
1335798588673159168,,,1335798588673159168,2020-12-07T04:09:36.000Z,2433787058,,en,0.0,0.0,1.0,0.0,everyone,Twitter for iPhone,WishDates Join Us and Find your Couple https://t.co/1yRMIvyTr9,[],[],['https://m.wishdates.com/wizard/preferences-join-reasons']
1296964836933251072,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}]",1296853687487401985,2020-08-22T00:18:08.000Z,2433787058,960285302899298304,und,0.0,0.0,0.0,0.0,everyone,Twitter for iPad,@EvanAKilgore @realDonaldTrump Yes,"['EvanAKilgore', 'realDonaldTrump']",[],[]
868313809517109248,,,868313809517109248,2017-05-27T03:51:59.000Z,849676848950857729,,en,135.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @HeenTeHmachine: $ELED Breakout ALERT, 250M A/S Float lockdown $ELED is🔥 $AMLH $S  $ASTI $BVTK $S $DBMM $DOLV $USRM $ICNB $OWCP $MMEX $M…",['HeenTeHmachine'],[],[]
867831379416961024,,,867831379416961024,2017-05-25T19:54:59.000Z,849676848950857729,,en,171.0,0.0,0.0,0.0,everyone,Twitter Web Client,RT @aaaamhim: $ELED fanpage GROWING! LIKE MONEY?💸 https://t.co/apEj5lWGzT $CHRO $AMLH $ASTI $BVTK $S $DBMM $DOLV $USRM $ICNB $OWCP $MMEX $M…,['aaaamhim'],[],['https://www.facebook.com/groups/1719749981650027/1719750618316630/?notif_t=like&notif_id=148986426136507']
867830779895627780,,,867830779895627780,2017-05-25T19:52:36.000Z,849676848950857729,,en,223.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @empirii: $ELED won't disappoint, at these levels it's free money  $MMEX $RSII $OWCP $ICLD $BONZ $ICNB $USRM $MYDX $SFOR $MCIG $DBMM $TX…",['empirii'],[],[]
867829431091339264,,,867829431091339264,2017-05-25T19:47:14.000Z,849676848950857729,,en,230.0,0.0,0.0,0.0,everyone,Twitter Web Client,RT @aaaamhim: $ELED 250MIL A/S .021 BLOATED STOCKS BILLIONS IN A/S! $CHRO $TRTC $MCIG $CBIS $DBMM $DOLV $MMEX $OWCP $ICNB $USRM $TRTC $CBIS…,['aaaamhim'],[],[]
867741101485981697,,,867741101485981697,2017-05-25T13:56:15.000Z,849676848950857729,,en,138.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @realsheepwolf: 🚀🚀 $CNXS: MAJOR MOVE IN PROGRESS IN HOT #BITCOIN SECTOR🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
$CHRO $AMLH $CBIS $DOLV $MMEX $OWCP $ICNB $USR…",['realsheepwolf'],['BITCOIN'],[]
867414992361897984,,,867414992361897984,2017-05-24T16:20:24.000Z,849676848950857729,,cy,178.0,0.0,0.0,0.0,everyone,Twitter Web Client,RT @Premium_Penny: https://t.co/JKjuShRJNz #DDREPORT https://t.co/AmC9soJMAi #OTC #Stocks $NTFU $GYST,[],"['DDREPORT', 'OTC', 'Stocks']","['http://dd.report/viewtopic.php?f=3&t=385', 'http://dd.report']"
962051613237026816,{'media_keys': ['7_962050237878513664']},"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000612773', 'name': 'NFL Football', 'description': 'Replays of classic NFL games.'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10032425201', 'name': 'NFL Football'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10033407327', 'name': 'Futebol NFL'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042261464', 'name': 'Fútbol Americano de la NFL'}}, {'domain': {'id': '12', 'name': 'Sports Team', 'description': 'A sports team organization, like Arsenal and the Boston Celtics'}, 'entity': {'id': '689566314990436352', 'name': 'Philadelphia Eagles'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '689566314835259392', 'name': 'NFL'}}]",962051613237026816,2018-02-09T19:52:33.000Z,315897302,180503626,und,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,@Eagles https://t.co/8ytDFCkfql,['Eagles'],[],['https://twitter.com/malayjawade/status/962051613237026816/video/1']
938038098214244352,,,938038098214244352,2017-12-05T13:31:25.000Z,315897302,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,Good morning at work getting this money 💰,[],[],[]
937781635809972225,,,937781635809972225,2017-12-04T20:32:19.000Z,315897302,,en,0.0,1.0,1.0,0.0,everyone,Twitter for iPhone,Ready to hit the gym man,[],[],[]
937776466787557376,,,934426435384733696,2017-12-04T20:11:47.000Z,315897302,104965279,en,0.0,0.0,1.0,0.0,everyone,Twitter for iPhone,@Tay_SooPretty Shutup,['Tay_SooPretty'],[],[]
934502389717053440,,,934502389717053440,2017-11-25T19:21:46.000Z,315897302,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,Never give your heart to a hoe,[],[],[]
934491337751220226,,,934491337751220226,2017-11-25T18:37:51.000Z,315897302,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,Need a freak in my life,[],[],[]
934488859324403712,,,934488859324403712,2017-11-25T18:28:00.000Z,315897302,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,I’m trying to get fucked up tonight,[],[],[]
934488253448761344,,,934426435384733696,2017-11-25T18:25:36.000Z,315897302,104965279,en,0.0,1.0,1.0,0.0,everyone,Twitter for iPhone,@Tay_SooPretty Lmao I ain’t I don’t even kno how to work this,['Tay_SooPretty'],[],[]
934487591285678080,,,934454967540371456,2017-11-25T18:22:58.000Z,315897302,104965279,en,0.0,0.0,1.0,0.0,everyone,Twitter for iPhone,@Tay_SooPretty Lol shutup,['Tay_SooPretty'],[],[]
934454967540371456,,,934454967540371456,2017-11-25T16:13:20.000Z,315897302,,en,0.0,1.0,0.0,0.0,everyone,Twitter for iPhone,This single shit is boring,[],[],[]
888030015937556481,,,888030015937556481,2017-07-20T13:37:09.000Z,877525120956452864,,ar,52.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @thegipSa: 🔴#للبيع🔴

#شقق سكنية فى أرقى أحياء بيليك دوزو 
فى إسطنبول ✅

مع امكانية #التقسيط👌

قريبة من مطار اتاتورك

للتواصل☎️
https://t…",['thegipSa'],"['للبيع', 'شقق', 'التقسيط']",[]
888029979962994691,,,888029979962994691,2017-07-20T13:37:00.000Z,877525120956452864,,ar,61.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @thegipSa: ❇️ #فرصة #استثمارية معدات مصانع #يابانية
تعبئة قوارير #مياه 
مصانع تعبئة قوارير #زيت
مصانع #تغليف و #معلبات https://t.co/MaZR…",['thegipSa'],"['فرصة', 'استثمارية', 'يابانية', 'مياه', 'زيت', 'تغليف', 'معلبات']",[]
888029874031611906,,,888029874031611906,2017-07-20T13:36:35.000Z,877525120956452864,,ar,68.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @Salah_alsabagha: رساله الى من يهمه الامر بنات الكويت الغير متزوجات يجب النضر بعين الاعتبار
السيد #رئيس_مجلس_الامه
سمو #رئيس_مجلس_الوزار…",['Salah_alsabagha'],['رئيس_مجلس_الامه'],[]
888029583630639105,{'media_keys': ['3_888021264299851777']},,888029583630639105,2017-07-20T13:35:26.000Z,877525120956452864,,und,383.0,0.0,0.0,0.0,everyone,Twitter Web Client,RT @K9ALSAUD: #أذكار_المساء_والصباح https://t.co/U8j0SZR3Wo,[],['أذكار_المساء_والصباح'],['https://twitter.com/K9ALSAUD/status/888021275079307265/photo/1']
888029418215673856,,,888029418215673856,2017-07-20T13:34:46.000Z,877525120956452864,,ar,1012.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @ho511__: @H___S511 @Mammm00_ #الديم_للدعم 
اضحكي ..أنا والله ماأشوف الحياةحياة إلا بضحكتگ ❤️.","['H___S511', 'Mammm00_']",['الديم_للدعم'],[]
888029316851912704,,,888029316851912704,2017-07-20T13:34:22.000Z,877525120956452864,,ar,67.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @faayez4: وسائل التواصل :
اتصال : 0564666673
واتساب: 0564881664
ايميل : Fayez@enazilaw.com.sa
___
- حجز مواعيد
- استشارات قانونيه
#المحا…",['Faayez4'],[],[]
888029197314207745,,,888029197314207745,2017-07-20T13:33:54.000Z,877525120956452864,,ar,141.0,0.0,0.0,0.0,everyone,Twitter Web Client,"RT @Draltayar_saleh: العدل أساس الحكم  هذا هو نهج الدولة السعودية منذ تأسيسها حفظها الله
 ويحرسها بعينه التي لإتمام #امير_يعتدي_علي_مواطنين",['Draltayar_saleh'],['امير_يعتدي_علي_مواطنين'],[]
888029084885897217,,,888029084885897217,2017-07-20T13:33:27.000Z,877525120956452864,,ar,58.0,0.0,0.0,0.0,everyone,Twitter Web Client,RT @Draltayar_saleh: الأخلاقيات الانسانية ومكافحة الفساد  https://t.co/bO8Z0LHaE7,['Draltayar_saleh'],[],['http://www.al-jazirah.com/2017/20170718/du3.htm']
888029031026884611,,,888029031026884611,2017-07-20T13:33:14.000Z,877525120956452864,,ar,28.0,0.0,0.0,0.0,everyone,Twitter Web Client,RT @dal_dalnaser12: هذي خبله,['dal_dalnaser12'],[],[]
1516628586479898624,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10044594716', 'name': 'This Is Us', 'description': ""The Pearsons' emotional story of love, life and family unfolds with unexpected revelations. \n\nPhoto via @NBCThisisUs""}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '1512022092757184513', 'name': 'Day of the Wedding', 'description': ""The Pearsons' emotional story of love, life and family unfolds with unexpected revelations. \n\nPhoto via @NBCThisisUs""}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1512022092757184513', 'name': 'Day of the Wedding', 'description': ""The Pearsons' emotional story of love, life and family unfolds with unexpected revelations. \n\nPhoto via @NBCThisisUs""}}, {'domain': {'id': '172', 'name': 'Global TV Show', 'description': 'For global/conceptual TV shows without localization.'}, 'entity': {'id': '1263271904447623169', 'name': 'This Is Us'}}]",1516628586479898624,2022-04-20T04:03:27.000Z,31134514,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,This week’s episode of This is Us?? WRECKED 🥺🥺🥺,[],[],[]
1512271964634767360,{'media_keys': ['16_1512271958976741393']},,1512271964634767360,2022-04-08T03:31:47.000Z,31134514,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,Lol I may have fucked up. Sara’s been having real bad allergies so I told her to do one of those Dr. Neil nasal rinses…now she’s sneezing nonstop. 😬🥴🙃 https://t.co/DsfFEbfUSL,[],[],['https://twitter.com/dreface/status/1512271964634767360/photo/1']
1511738812602494981,,,1511693391767261186,2022-04-06T16:13:14.000Z,31134514,31330029,en,0.0,0.0,1.0,0.0,everyone,Twitter for iPhone,@pr3destined_iVy Lol yeahhhh she has no idea.,['pr3destined_iVy'],[],[]
1511735314838171653,,"[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596752842752', 'name': 'Services'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10045225402', 'name': 'Twitter'}}]",1511693391767261186,2022-04-06T15:59:20.000Z,31134514,31330029,en,0.0,1.0,1.0,0.0,everyone,Twitter for iPhone,@pr3destined_iVy I saw this tweet earlier this morning and thought the exact same thing!,['pr3destined_iVy'],[],[]
1511735197695455236,,,1511735197695455236,2022-04-06T15:58:52.000Z,31134514,,en,0.0,0.0,0.0,0.0,everyone,Twitter for iPhone,Big big golf girl for the next couple weeks 🥴. #Masters2022,[],['Masters2022'],[]
1508813890209132549,,,1508617244682571776,2022-03-29T14:30:38.000Z,31134514,1232797785612701696,en,0.0,1.0,1.0,0.0,everyone,Twitter for iPhone,@aaalushh Lol why was your sister just talking about wanting crab legs last night,['aaalushh'],[],[]
1508439370336026628,,,1508439370336026628,2022-03-28T13:42:25.000Z,31134514,,en,0.0,0.0,1.0,0.0,everyone,Twitter for iPhone,I was finally able to reset my iCloud password today so yay. But I totally get why people take breaks from social media now. That shit was nice.,[],[],[]
1504154955132846089,,,1502050892450783232,2022-03-16T17:57:41.000Z,31134514,1232797785612701696,en,0.0,0.0,1.0,0.0,everyone,Twitter for iPhone,@aaalushh Lol I did it! Finally!,['aaalushh'],[],[]
1503945013507600384,,,1502050892450783232,2022-03-16T04:03:27.000Z,31134514,1232797785612701696,en,0.0,1.0,0.0,0.0,everyone,Twitter for iPhone,@aaalushh Notice anything missing from your timeline today 😏,['aaalushh'],[],[]
1502970445225611266,,"[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847868745150119936', 'name': 'Home & family', 'description': 'Hobbies and interests'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '1068226612380889088', 'name': 'Horoscope', 'description': 'Horoscope'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '1138874019820662784', 'name': 'Virgo', 'description': 'Virgo'}}]",1502970445225611266,2022-03-13T11:30:52.000Z,31134514,,en,0.0,0.0,1.0,0.0,everyone,Twittascope,The important connections in your life could be a source of gr... More for Virgo https://t.co/XOLzoQRA9D,[],[],['http://bit.ly/A7Cwfs']
898683508184334336,,,898683508184334336,2017-08-18T23:10:19.000Z,359605948,,fa,8815.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @MS0li: به امید روزی که بتوان آزادانه سخن گفت ، آزادانه نوشت و آزادانه زیست !,['MS0li'],[],[]
898616433936027648,{'media_keys': ['7_898493870157189120']},,898616433936027648,2017-08-18T18:43:47.000Z,359605948,,ja,599.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @yuchaso_prince: 実は初めてでした... https://t.co/6xI1feQyYT,['yuchaso_prince'],[],['https://twitter.com/yuchaso_prince/status/898494103746367489/video/1']
898603068299726848,,,898603068299726848,2017-08-18T17:50:41.000Z,359605948,,en,2275.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @Jonbuckhouse: Good Morning Everyone! Im going to sleep all day! I love everyone! #GoodMorning #Friends,['Jonbuckhouse'],"['GoodMorning', 'Friends']",[]
898598046681911296,{'media_keys': ['3_897867336065048576']},"[{'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '864072000263790592', 'name': 'Las Vegas', 'description': 'Las Vegas'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157181954', 'name': 'Hospitality'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596664692736', 'name': 'Hotel/Motel'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042847511', 'name': 'The Cosmopolitan of Las Vegas'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '864939492947275776', 'name': 'Hotel/Motel', 'description': 'Hotel/Motel'}}]",898598046681911296,2017-08-18T17:30:44.000Z,359605948,,en,360.0,0.0,0.0,0.0,everyone,Twitter for Android,"RT @every1bets: Cosmopolitan Las Vegas Gaming Resort Plans $100 Million Hotel Overhaul
https://t.co/nK8rwxES0s https://t.co/kqW8YD9UbN",['every1bets'],[],"['https://www.goodreads.com/story/show/583743?chapter=3', 'https://twitter.com/every1bets/status/898596857349156865/photo/1']"
898589491635470338,,,898589491635470338,2017-08-18T16:56:44.000Z,359605948,,en,8464.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @STU_ACTOR: Devastated to hear the Legend that is Sir Bruce Forsyth has sadly passed away. A true gent and a talent beyond compare #RIPB…,['STU_ACTOR'],[],[]
898557093728337921,,"[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10050371829', 'name': '2017 Primetime Emmy Awards'}}]",898557093728337921,2017-08-18T14:48:00.000Z,359605948,,en,166.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @stylewithden: @stylewithden is styling an actress for the Emmy Awards Red Carpet... hint.. her show is up for Best Comedy Series...#sty…,"['stylewithden', 'stylewithden']",[],[]
900896213091979264,,,900896213091979264,2017-08-25T01:42:49.000Z,1674972740,,und,125.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @Mellyssa57: @_71117_ @ganseyman @M71117M61116 @LenaDalli @janenight07 @hikaru2525ajt @Heilda_1 @sheeeeeeeerrry @2020sahara @WwwRaqurais…,"['Mellyssa57', '_71117_', 'ganseyman', 'M71117M61116', 'LenaDalli']",[],[]
900880649514516480,,"[{'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '864488209224417283', 'name': 'United Kingdom', 'description': 'United Kingdom'}}]",900880649514516480,2017-08-25T00:40:59.000Z,1674972740,,en,413.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @every1bets: How I Play United Kingdom Casinos For The Win      https://t.co/DB2nV50ojN,['every1bets'],[],['https://sites.google.com/site/garycooksblog/']
900880615091961858,,,900880615091961858,2017-08-25T00:40:50.000Z,1674972740,,en,2312.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @DavidKWilliams: We are all damaged. We have all been hurt... @SimpleReminders #quoteoftheday #ThursdayThought #ThoughtLeader #quote #qu…,"['DavidKWilliams', 'SimpleReminders']","['quoteoftheday', 'ThursdayThought', 'ThoughtLeader', 'quote']",[]
900879007025123328,,,900879007025123328,2017-08-25T00:34:27.000Z,1674972740,,en,2524.0,0.0,0.0,0.0,everyone,Twitter for Android,"RT @Stephen90069: Like our post about @kathyireland &amp; @LevelBrands_ partnering with @ByDamiva? Now avail @ Groupon #VDay #LusciousLips
http…","['Stephen90069', 'kathyireland', 'LevelBrands_', 'ByDamiva']","['VDay', 'LusciousLips']",[]
900873404651372544,,"[{'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '855090936073695233', 'name': 'India', 'description': 'India'}}, {'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '856878689446789120', 'name': 'South Africa', 'description': 'South Africa'}}, {'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '864921776123293696', 'name': 'Africa', 'description': 'Africa'}}]",900873404651372544,2017-08-25T00:12:11.000Z,1674972740,,en,1230.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @mohitfreedom: High Commissioner of #India @RuchiraKamboj presented credentials to @SAPresident of #SouthAfrica.  Forward Together  http…,"['RuchiraKamboj', 'SAPresident']","['India', 'SouthAfrica']",[]
769685610445496321,,,769685610445496321,2016-08-27T23:58:44.000Z,390146736,,en,4.0,0.0,3.0,1.0,everyone,twitterfeed,"Online | $16 for 2 External 2600mAh Backup Batteries for Mobile Devices: 
Keep your smartphone fully-charged ... https://t.co/zFcJLSd0La",[],[],['http://bit.ly/2bsAW3n']
768895043268509696,,,768895043268509696,2016-08-25T19:37:18.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $18 for a Chillow Cooling Pillow Pad: 
Add soothing, cooling comfort to your favourite pillow with t... https://t.co/dWOm5nybjF",[],[],['http://bit.ly/2cbJEUF']
768895042224164864,,,768895042224164864,2016-08-25T19:37:18.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $25 for 2 Salad-To-Go Bowls: 
Eating healthy when you're on the move just got easier with this conve... https://t.co/tzDJe28u5C",[],[],['http://bit.ly/2cbKWz5']
766333651772510208,,,766333651772510208,2016-08-18T17:59:15.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $26 for an Ocean Wave Projector: 
Nothing makes you feel quite as relaxed as a holiday by the seasid... https://t.co/Ogo4igCrdI",[],[],['http://bit.ly/2biHlMi']
761476468937326592,,,761476468937326592,2016-08-05T08:18:32.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $16 for a Chalkboard Calendar Decal: 
Keep track of your busy schedule with a little help from a mon... https://t.co/btEB4rM5DY",[],[],['http://bit.ly/2aIYX27']
761476468194971648,,,761476468194971648,2016-08-05T08:18:32.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $15 for a Clothes and Quilt Storage Organizer: 
Keep clothes and bedding clean and organized with th... https://t.co/Cp2VcXQFIW",[],[],['http://bit.ly/2aWmGPN']
761476467414839296,,,761476467414839296,2016-08-05T08:18:32.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $49 for a Bluetooth Fitness Band with Heart Rate Monitor: 
This bluetooth enabled fitness band keeps... https://t.co/jjwqf4pNH6",[],[],['http://bit.ly/2aIZfpB']
760661348313202688,,,760661348313202688,2016-08-03T02:19:32.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $32 for a Pokemon Pikachu Onesie: 
This Pikachu onesie is a must have for all Pokémon fans! The brig... https://t.co/1tAYUmUAIZ",[],[],['http://bit.ly/2aLVrGV']
760444252866301953,,,760444252866301953,2016-08-02T11:56:52.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $9 for a Nail Polish Bottle Holder: 
Say goodbye to clumsy spills with this nail polish bottle holde... https://t.co/3QTdR1zPBX",[],[],['http://bit.ly/2aJPJG0']
760444251985448960,,,760444251985448960,2016-08-02T11:56:52.000Z,390146736,,en,0.0,0.0,0.0,0.0,everyone,twitterfeed,"Online | $12 for a Women's Fashion Watch (8 Colour Options): 
Multi-straps and gold details add a chic, eye-c... https://t.co/l4v9rF97Rd",[],[],['http://bit.ly/2axCJQz']
900881023864639488,,"[{'domain': {'id': '13', 'name': 'Place', 'description': 'Named places in the world, like Fenway Park'}, 'entity': {'id': '864488209224417283', 'name': 'United Kingdom', 'description': 'United Kingdom'}}]",900881023864639488,2017-08-25T00:42:28.000Z,987689388,,en,413.0,0.0,0.0,0.0,everyone,Twitter for Android,RT @every1bets: How I Play United Kingdom Casinos For The Win      https://t.co/DB2nV50ojN,['every1bets'],[],['https://sites.google.com/site/garycooksblog/']
