followed_id,follower_id,follower_username,follower_name,follower_created_at,follower_description,follower_location,follower_pinned_tweet_id,follower_followers_count,follower_following_count,follower_tweet_count,follower_listed_count
17685964,1518543432930660352,LtdTouchwood,Touchwood Entertainment Ltd,2022-04-25T10:52:33.000Z,"We curate bespoke event experiences.
Corporate/Social/IP/Govt. Events
📍Delhi /Mumbai /Jaipur
NSE listed Event Management Company.
https://t.co/9VSUecROS8",,,3.0,63.0,2.0,0.0
17685964,1519651347796496385,KafkaApache,DANBROWN,2022-04-28T12:15:18.000Z,,,,14.0,1209.0,1.0,0.0
17685964,714425460680171521,daelone,Double Dee,2016-03-28T12:14:38.000Z,I love everything Tech. My main focus right now is my #evolvingroutine and reading https://t.co/7DIBFpRaSr,"Pennsylvania, USA",,142.0,1430.0,725.0,3.0
17685964,1521331029885468672,RajuPat53782972,Raju Pathak,2022-05-03T03:29:48.000Z,,,,0.0,78.0,11.0,0.0
17685964,1514140891606556674,ramandeepmrtsc1,ramandeep@mrtsconsulting.com,2022-04-13T07:18:24.000Z,,Cambodia,,2.0,161.0,12.0,0.0
17685964,1189177682841325569,ByPranavPawar,Pranav Pawar,2019-10-29T13:51:02.000Z,"17 | On a mission to create an impact in India and the world

📹YouTuber, ✍️I Write Newsletters, 🧠Lifelong learner

Tweets about my thoughts and learnings","New Delhi, India",1460218109894168579,215.0,830.0,1537.0,0.0
17685964,1274772474236817410,MasttanKhan,Masttan Khan,2020-06-21T18:33:58.000Z,i am me,,,5.0,264.0,69.0,0.0
17685964,313351311,vaishnavisur,Vaishnavi Surendra,2011-06-08T14:37:57.000Z,,"Berkeley, CA",,684.0,2145.0,408.0,10.0
17685964,72272470,lonelyspaceman_,Shubham Swapnesh,2009-09-07T12:43:24.000Z,"Hazaaron na-mukammal hasraton ke bojh talay, ye jo dil dhadakta hai kamaal karta hai.
~Faiz","India, a Union of States",,234.0,1716.0,2919.0,1.0
17685964,635307152,rrahulmehrotra,Rahul Mehrotra,2012-07-14T11:18:05.000Z,"Economist @IHEID Geneva. Development Econ, Trade & Finance, Applied Econometrics & Machine Learning.

Origins in Ganga-Jamuni tehzeeb.","Geneva, Switzerland",,545.0,2236.0,935.0,20.0
17685964,824073616262209536,Sayan_gt,Sayan Palui,2017-01-25T01:57:15.000Z,"II Cogito, ergo sum II                                           https://t.co/wTomBGpcmn","Atlanta, GA",1505391110440562689,17.0,392.0,66.0,0.0
17685964,15324552,avalok,Avalok Sastri,2008-07-05T09:53:00.000Z,"Artist,Photo-journo,Blogger,Start-up Consultant,internet security pro, Solo Biker,Adventurer etc.","Bengaluru, India",872317575795007492,558.0,510.0,12634.0,0.0
17685964,1277715515360735233,heer___26,Shri,2020-06-29T21:28:32.000Z,ॐ| 🇮🇳 | Woman: Adult Human Female,,1495853801546596352,304.0,940.0,8472.0,1.0
17685964,2656854321,tansukhjain25,Tansukh,2014-06-30T15:42:05.000Z,Live and Let live. Curious .,,,35.0,1138.0,34.0,0.0
17685964,1417688132,IShubhJain,Shubham Jain,2013-05-10T09:51:15.000Z,"Growth Guy @Razorpay | Side Hustle - Stealth Mode Startup | Startup & eGovernance Enthusiast| KeenLearner Ex- @PayUIndia , @phdchamber Views are personal.",India,,220.0,494.0,1100.0,5.0
