followed_id,follower_id,follower_username,follower_name,follower_created_at,follower_description,follower_location,follower_pinned_tweet_id,follower_followers_count,follower_following_count,follower_tweet_count,follower_listed_count
801240960,,,,,,,,,,,
281473975,1722274382,Andrew_AM1,André 👑,2013-09-02T12:56:59.000Z,♠,,807589716795228160,10439.0,7650.0,261622.0,23.0
281473975,951705388939972609,itscarriebby42,C a r r i e,2018-01-12T06:40:21.000Z,you tryna blaze one? 🔮sc•itscarriebby,"Sandusky, OH",,113.0,100.0,997.0,0.0
281473975,385025953,IPrinceAkeem,Akeem,2011-10-04T18:56:51.000Z,Actor | Comedian | Twitch Affiliate | Insta: @Iprinceakeem | https://t.co/p87i273n1b,"Los Angeles, CA",,423.0,165.0,10899.0,4.0
281473975,115277419,HodorMordor1911,Craig Feldspar’s Monkey,2010-02-18T04:57:10.000Z,,"Los Angeles, CA",,198.0,3541.0,7203.0,1.0
281473975,285396737,west117tacobell,fin 🦂,2011-04-21T02:35:31.000Z,I'm fin | 25 | she/her,"Ohio, USA",,325.0,141.0,12847.0,0.0
281473975,1096819593786650624,GabrielSadova,Gabriel ✝️🇷🇺,2019-02-16T17:12:23.000Z,Católico.,Vida terrenal,,741.0,4984.0,876.0,2.0
281473975,1513512279131701256,TheGhos0731,TheGhost,2022-04-11T13:40:35.000Z,Sígueme Y Te Sigo  😈👻,En Mi 🌎,,17.0,1078.0,16.0,0.0
281473975,1626185150,b85488544,N/A,2013-07-27T19:47:30.000Z,,,,21.0,1249.0,640.0,1.0
281473975,1211841439862116353,TCrimson05T,TCrimson05T,2019-12-31T02:48:22.000Z,"T.

Dad.

Reaper slayer.

#Bleach fan.

Nerd.

Destiny Warlock Main.

#Eagles Fan.🦅

#Celtics Fan.☘️

Xbox - TCrimson05T.

He/Him(cis)

#Benihime's Twin.

614.",Team Polyamory.,1433075908559216644,201.0,468.0,19552.0,2.0
281473975,459588055,fancy_pony,Streets Stevenson,2012-01-09T20:54:59.000Z,Like Bruce Leroy but when I reach the final level I emit a powerful stink,Citizen of Earf,658025736633241600,51.0,200.0,1225.0,0.0
281473975,207280295,mmill3nniaa,playboynia,2010-10-24T23:39:14.000Z,mke 22,,,1146.0,294.0,18623.0,1.0
281473975,207064511,SammyShabazz,Sean,2010-10-24T12:41:32.000Z,The wolf is the cat. ^_^ Everyone wants to flee to the Cleve.,,1511162095357865986,211.0,653.0,22857.0,4.0
281473975,318169497,InkedAmby,Keither,2011-06-16T02:23:47.000Z,"dad | rescue dog dad | former summer camp counselor | I like jumping in puddles, my recliner, and road trips | Happy in CLE | He/Him",Cleveland,,798.0,2816.0,25210.0,17.0
281473975,1471069590792904708,78Sleuth,OHoldguy_78,2021-12-15T10:48:29.000Z,Straight male. You didn't see me.,NEOH,,36.0,673.0,40.0,0.0
281473975,2258003797,stripesdotwav,yes-lawd.wav,2013-12-22T18:14:07.000Z,losing my mind ~ musician & illustrator •,♓︎ • he/him • 🐅 • Los Angeles,1521614382387453953,49602.0,1211.0,770.0,0.0
281473975,4710866307,backofu1,backofu,2016-01-05T03:19:22.000Z,,,,0.0,2136.0,9.0,0.0
281473975,977970281049305090,simplyjanedoe__,Emerald,2018-03-25T18:07:39.000Z,,"San Diego, CA",,250.0,325.0,8457.0,0.0
281473975,1170381465516789760,toosoonfighter,чσndαímє,2019-09-07T17:01:10.000Z,🍃,,,4.0,602.0,10.0,0.0
281473975,1229409275417636867,wise_oga,peanut Bryanface,2020-02-17T14:16:38.000Z,https://t.co/v6rR8JkNIo,"Colorado Springs, CO",,573.0,2389.0,474.0,1.0
281473975,1360805311154712582,anvokyletucker,anvo kyle tucker,2021-02-14T04:17:40.000Z,🇧🇿THEY CAN’T COMPARE….. NewIcon 🇲🇽 🇺🇸 Ilovemodel 🇮🇹 twomanagement 🇺🇸,"New York, NY",1408137713904128014,420.0,5003.0,520.0,0.0
281473975,1290458437617360897,doncella_de_oro,silky johnson,2020-08-04T01:24:11.000Z,she/her 🇳🇮,,,232.0,194.0,15598.0,1.0
281473975,1496726123287306240,hgghjjjjkhg,😈😈😈,2022-02-24T05:58:35.000Z,,,,110.0,1887.0,562.0,0.0
281473975,1424294448486391808,itshighjasmine,highjasmine 🖇,2021-08-08T09:00:54.000Z,"Spread Love & Light 💫💚.  Craft Cannabis Perfection, One plant at a time .      

https://t.co/dF2NWU2v7E",Emerald Triangle 💚,1512838959566659590,516.0,388.0,370.0,0.0
281473975,4098395422,Levangiorgadze7,Levan giorgadze,2015-11-02T16:11:15.000Z,,Georgia,,214.0,3379.0,86.0,0.0
281473975,1501700454706728961,slutforme24,Manman Dorsey,2022-03-09T23:24:33.000Z,,"Houston, TX",,0.0,115.0,6.0,0.0
281473975,1502948196418736129,_zarouhi,Aniaa_ksksks,2022-03-13T10:02:44.000Z,,,,0.0,32.0,1.0,0.0
281473975,1446698849192448006,iqbal_fernando,iqbal fernando,2021-10-09T04:48:00.000Z,,,,21.0,56.0,2.0,1.0
281473975,1290682056683520000,Stevejobs16,Steve jobs,2020-08-04T16:12:48.000Z,18+,,,37.0,611.0,35.0,0.0
