followed_id,follower_id,follower_username,follower_name,follower_created_at,follower_description,follower_location,follower_pinned_tweet_id,follower_followers_count,follower_following_count,follower_tweet_count,follower_listed_count
194490327,1449310127899611136,futukatu8SHINRI,せいさん,2021-10-16T09:44:30.000Z,皆さまありがとう御座います。コロナ禍、いろいろな事の有る此の世の中。明るく、元気にして行きますですから。皆さまの協力🤝が必要です。お願いします🙇‍♀️,,,292.0,570.0,2182.0,2.0
194490327,1500720679343165442,gingakaneko09,ミカヅキ銀河🌙,2022-03-07T06:31:38.000Z,幸福の科学メンバーです。幸福実現党を応援しています。無言フォロー失礼します。🎉😉❤️,シャンバラの遥か彼方,,192.0,505.0,20.0,1.0
194490327,1461169079352700929,tugeongi,柘植まさじ,2021-11-18T03:07:57.000Z,愛国者です、ニコニコします。,,,1523.0,2301.0,2788.0,4.0
194490327,1450918944534147072,Mayumi55691066,Mayumi,2021-10-20T20:16:57.000Z,"160㎝のhカップ💚18歳💜

ライン来てね～💘→https://t.co/k5MN84EAAe",,,55.0,1466.0,1.0,6.0
194490327,1514299139173261313,Jg7j8BPWityq4WA,スカ－トは、芸術,2022-04-13T17:47:38.000Z,,,,43.0,164.0,119.0,0.0
194490327,1003096559301550080,fujiyoshidashib,幸福の科学　富士吉田支部（公式）,2018-06-03T02:10:31.000Z,"幸福の科学　富士吉田支部の公式Twitterアカウントでございます。
不慣れな事も多いかと思いますが、皆さまどうぞよろしくお願い申し上げます。",山梨県　富士吉田市,,403.0,416.0,1049.0,7.0
194490327,1484807412964278277,LagataChiyo3,Chiyo Lagata,2022-01-22T08:38:32.000Z,無言フォローごめんなさい🙏私は幸福の科学の信者です。愛・知・反省・発展・四正道、四聖に通じる教え地球神🌏エル・カンターレを信仰❣️耳に障害あります。障害あっても魂は健全である❣️,,,198.0,505.0,980.0,0.0
194490327,1505514954195345412,ZCqjdwyiGZ7AtO8,ELケイト⭐️💫💫🧚‍♀️🧚‍♀️,2022-03-20T12:02:13.000Z,HSのメンバー 私は菩薩になり、大金持ちになる！,,,113.0,279.0,10.0,1.0
194490327,1424673144787247106,gKnp2GrwcfBLmBF,智,2021-08-09T10:05:50.000Z,沖縄県生まれ､沖縄県育ち、幸福実現党党員です｡,,,43.0,135.0,3.0,0.0
194490327,818090874122878977,ayy7oyyu1,lycos777🚹TA,2017-01-08T13:43:58.000Z,HS信者 幸福実現党を応援しています / 浜崎あゆみファン歴24年,,,683.0,696.0,3246.0,0.0
194490327,1452127593541500929,yahqrr,クニちゃん,2021-10-24T04:20:28.000Z,幸福の科学に入っています。  幸福実現党応援しています。ウサギ、犬、花、星が好き。音楽も大好きです。よろしくお願いします。😊,栃木 関東地方,,171.0,212.0,15335.0,1.0
