id,username,following_count,tweet_count,listed_count,created_at,pinned_tweet_id,protected,verified,withheld,location,account_type
787405734442958848,best_in_dumbest,5,15724,56,2016-10-15T21:32:11.000Z,7.874070201565225e+17,False,False,,,bot
796216118331310080,CJRubinPhoto,839,251,5,2016-11-09T05:01:30.000Z,,False,False,,United States,human
875949740503859204,SVGEGENT,924,1312,2,2017-06-17T05:34:27.000Z,,False,False,,,human
756119643622735875,TinkerVISIONK12,804,2252,2,2016-07-21T13:32:25.000Z,,False,False,,"Birmingham, AL",human
464781334,JoleonLescott,126,4587,1788,2012-01-15T16:32:35.000Z,,False,True,,"England, United Kingdom",human
55050269,carrieanninaba,1602,14750,2270,2009-07-08T22:22:59.000Z,,False,True,,Los Angeles,human
809500704,sherine,37,1334,1765,2012-09-07T20:01:33.000Z,1.5099353213240852e+18,False,True,,,human
1015021614,cordensmaureen,0,276,0,2012-12-16T11:43:24.000Z,,False,False,,,human
492306486,GhamGraham,3277,64534,36,2012-02-14T15:33:48.000Z,6.381232140744786e+17,False,False,,United Kingdom,human
432537664,jainabdulaziz,0,911,0,2011-12-09T14:11:56.000Z,,False,False,,in the clouds.,human
2579497028,poem_exe,29,27121,889,2014-06-21T00:14:06.000Z,,False,False,,under an umbrella,bot
19660870,HilaryAlexander,744,46566,3159,2009-01-28T16:41:51.000Z,,False,True,,"London, New York, Paris, Milan",human
313087874,JacobWhitesides,2610,86003,6493,2011-06-08T03:55:18.000Z,,False,True,,he/him,human
211550281,giuliainnocenzi,617,6269,1006,2010-11-03T15:40:20.000Z,,False,True,,Italy,human
769392715,RichiMasu,568,114019,19,2012-08-20T11:58:04.000Z,,False,False,,,human
772106131875500032,NagahamaMazie,0,268,0,2016-09-03T16:17:01.000Z,,False,False,,,human
772521707810787328,PenmetsaCari,0,100,0,2016-09-04T19:48:22.000Z,,False,False,,,human
476691783,UnifiedBranding,278,20046,5,2012-01-28T11:40:52.000Z,,True,False,,,human
384565337,ChuckBaechel,31,619,0,2011-10-03T22:39:21.000Z,,False,False,,,bot
305922144,D8Ricky,353,9192,263,2011-05-27T00:28:35.000Z,,False,True,,└A,human
1183842404,ValdakR,0,22,0,2013-02-15T21:29:28.000Z,9.637786100237435e+17,False,False,,,bot
253755500,JuanpaZurita,3067,22872,1592,2011-02-17T22:21:29.000Z,1.4660787678063985e+18,False,True,,,human
368050288,juliezweil,1212,14909,547,2011-09-05T00:42:39.000Z,1.4805281909972132e+18,False,True,,"Washington, DC",human
14418045,dapmalaysia,119,84873,513,2008-04-17T08:17:17.000Z,1.5102368579419587e+18,False,True,,Malaysia,human
296484990,KaitlynTck,1025,10521,9,2011-05-10T20:58:35.000Z,1.4649846050191483e+18,False,False,,USA,human
932049341862240256,winampskins,2,9107,135,2017-11-19T00:54:14.000Z,1.05660590659763e+18,False,False,,The Internet,bot
99352713,mykidsfault,138,6951,7,2009-12-25T20:10:59.000Z,,False,False,,,human
519045260,azizhadlaq2010,1018,27975,790,2012-03-09T01:00:51.000Z,,False,False,,الرياض,human
115343506,najamwalikhan,712,21817,15,2010-02-18T10:52:28.000Z,,False,False,,"Lahore, Pakistan",human
2166882457,TheOnlyMsV,607,5840,8,2013-10-31T16:21:41.000Z,1.1623852164528579e+18,False,False,,,human
381157528,gabbs_01,150,2722,0,2011-09-27T20:59:22.000Z,,False,False,,"Hollywood, Los Angeles",bot
721944734,effort7879,0,19,0,2012-07-28T10:39:50.000Z,9.717841835290419e+17,False,False,,,bot
3392143521,LilDogBigPhilly,247,1339,5,2015-07-28T15:19:27.000Z,,False,False,,"Philadelphia, PA",human
23330998,hxhassan,1468,73369,2402,2009-03-08T17:39:00.000Z,1.496068737832788e+18,False,True,,Virginia,human
63176889,Violetworld,302,29542,12,2009-08-05T16:20:40.000Z,,False,False,,lost angels,human
239861947,Halena85,515,32348,2,2011-01-18T16:09:40.000Z,8.17365152483967e+17,True,False,,,human
21758143,MaverickSabre,1042,34204,361,2009-02-24T14:32:43.000Z,1.4868617961117983e+18,False,True,,"Wexford,Ireland/London,England",human
765944091385421824,nikonovasvyato1,11,1326,0,2016-08-17T16:11:16.000Z,,False,False,,,bot
19923144,NBA,1893,299239,53130,2009-02-02T19:04:42.000Z,1.516634052543066e+18,False,True,,,bot
