id,username,following_count,tweet_count,listed_count,created_at,pinned_tweet_id,protected,verified,withheld,location,account_type
787405734442958848,best_in_dumbest,5,15724,56,2016-10-15T21:32:11.000Z,787407020156522496,False,False,,,bot
796216118331310080,CJRubinPhoto,839,251,5,2016-11-09T05:01:30.000Z,,False,False,,United States,human
875949740503859204,SVGEGENT,924,1312,2,2017-06-17T05:34:27.000Z,,False,False,,,human
756119643622735875,TinkerVISIONK12,804,2252,2,2016-07-21T13:32:25.000Z,,False,False,,"Birmingham, AL",human
464781334,JoleonLescott,126,4587,1788,2012-01-15T16:32:35.000Z,,False,True,,"England, United Kingdom",human
55050269,carrieanninaba,1602,14750,2270,2009-07-08T22:22:59.000Z,,False,True,,Los Angeles,human
809500704,sherine,37,1334,1765,2012-09-07T20:01:33.000Z,1509935321324085252,False,True,,,human
1015021614,cordensmaureen,0,276,0,2012-12-16T11:43:24.000Z,,False,False,,,human
492306486,GhamGraham,3277,64534,36,2012-02-14T15:33:48.000Z,638123214074478593,False,False,,United Kingdom,human
432537664,jainabdulaziz,0,911,0,2011-12-09T14:11:56.000Z,,False,False,,in the clouds.,human
2579497028,poem_exe,29,27121,889,2014-06-21T00:14:06.000Z,,False,False,,under an umbrella,bot
19660870,HilaryAlexander,744,46566,3159,2009-01-28T16:41:51.000Z,,False,True,,"London, New York, Paris, Milan",human
313087874,JacobWhitesides,2610,86003,6493,2011-06-08T03:55:18.000Z,,False,True,,he/him,human
211550281,giuliainnocenzi,617,6269,1006,2010-11-03T15:40:20.000Z,,False,True,,Italy,human
769392715,RichiMasu,568,114019,19,2012-08-20T11:58:04.000Z,,False,False,,,human
772106131875500032,NagahamaMazie,0,268,0,2016-09-03T16:17:01.000Z,,False,False,,,human
772521707810787328,PenmetsaCari,0,100,0,2016-09-04T19:48:22.000Z,,False,False,,,human
476691783,UnifiedBranding,278,20046,5,2012-01-28T11:40:52.000Z,,True,False,,,human
384565337,ChuckBaechel,31,619,0,2011-10-03T22:39:21.000Z,,False,False,,,bot
305922144,D8Ricky,353,9192,263,2011-05-27T00:28:35.000Z,,False,True,,└A,human
1183842404,ValdakR,0,22,0,2013-02-15T21:29:28.000Z,963778610023743489,False,False,,,bot
253755500,JuanpaZurita,3067,22872,1592,2011-02-17T22:21:29.000Z,1466078767806398467,False,True,,,human
368050288,juliezweil,1212,14909,547,2011-09-05T00:42:39.000Z,1480528190997213188,False,True,,"Washington, DC",human
14418045,dapmalaysia,119,84873,513,2008-04-17T08:17:17.000Z,1510236857941958665,False,True,,Malaysia,human
296484990,KaitlynTck,1025,10521,9,2011-05-10T20:58:35.000Z,1464984605019148294,False,False,,USA,human
932049341862240256,winampskins,2,9107,135,2017-11-19T00:54:14.000Z,1056605906597629953,False,False,,The Internet,bot
99352713,mykidsfault,138,6951,7,2009-12-25T20:10:59.000Z,,False,False,,,human
519045260,azizhadlaq2010,1018,27975,790,2012-03-09T01:00:51.000Z,,False,False,,الرياض,human
115343506,najamwalikhan,712,21817,15,2010-02-18T10:52:28.000Z,,False,False,,"Lahore, Pakistan",human
2166882457,TheOnlyMsV,607,5840,8,2013-10-31T16:21:41.000Z,1162385216452857861,False,False,,,human
381157528,gabbs_01,150,2722,0,2011-09-27T20:59:22.000Z,,False,False,,"Hollywood, Los Angeles",bot
721944734,effort7879,0,19,0,2012-07-28T10:39:50.000Z,971784183529041920,False,False,,,bot
3392143521,LilDogBigPhilly,247,1339,5,2015-07-28T15:19:27.000Z,,False,False,,"Philadelphia, PA",human
23330998,hxhassan,1468,73369,2402,2009-03-08T17:39:00.000Z,1496068737832787968,False,True,,Virginia,human
63176889,Violetworld,302,29542,12,2009-08-05T16:20:40.000Z,,False,False,,lost angels,human
239861947,Halena85,515,32348,2,2011-01-18T16:09:40.000Z,817365152483966978,True,False,,,human
21758143,MaverickSabre,1042,34204,361,2009-02-24T14:32:43.000Z,1486861796111798275,False,True,,"Wexford,Ireland/London,England",human
765944091385421824,nikonovasvyato1,11,1326,0,2016-08-17T16:11:16.000Z,,False,False,,,bot
19923144,NBA,1893,299239,53130,2009-02-02T19:04:42.000Z,1516634052543066112,False,True,,,bot
235667666,AlexNunez__,1200,75887,4,2011-01-08T20:04:18.000Z,1068938754759507968,False,False,,,human
1191444692,TheJakobmurphy,738,8379,0,2013-02-17T23:18:02.000Z,1477300221608669186,False,False,,,human
2499018968,bkatcap,220,9915,7,2014-05-16T14:25:43.000Z,1169350953608331265,False,False,,,human
557842655,DMInteriorsFA,223,3733,3,2012-04-19T16:20:40.000Z,,False,False,,Wisconsin,human
23331044,EdwardCAddict,0,5545,4,2009-03-08T17:39:22.000Z,,False,False,,iowa! nothing but corn:) ,bot
321388777,Gotaga,974,40019,819,2011-06-21T14:02:29.000Z,1168913203419648001,False,True,,contact@gotaga.tv,human
298320111,chandlerriggs,712,2750,2844,2011-05-14T03:23:33.000Z,785209094772842497,False,True,,los angeles,human
51904755,StoreFiAi,2846,51421,11,2009-06-29T01:07:03.000Z,,False,False,,,bot
243794165,Priceyd101,336,10309,781,2011-01-27T20:44:28.000Z,,False,False,,Pitchside,human
2918711542,TinoVale23,409,3101,1,2014-12-12T23:35:45.000Z,,False,False,,"Florence, Tuscany",bot
2943615224,sexy_sitagigazo,0,3416,3,2014-12-26T06:40:30.000Z,,False,False,,,bot
127664378,MaestroMarley,843,6118,504,2010-03-29T22:25:11.000Z,1027229776300453890,False,False,,Jamaica,human
1084227842,beliebergirl132,243,100,0,2013-01-12T21:50:26.000Z,970965636250652672,False,False,,,bot
122159370,tlc614,26,3206,0,2010-03-11T20:01:50.000Z,,False,False,,"Jacksonville, Florida",bot
39321874,rtvenoticias,965,387144,9092,2009-05-11T19:34:19.000Z,,False,True,,,bot
949036672741793793,newspaperbot,7,14599,13,2018-01-04T21:55:49.000Z,,False,False,,"Washington, DC",bot
2178679070,kathynickles6,789,2207,1,2013-11-06T19:37:33.000Z,,False,False,,,human
2980315426,Ana63Annick,0,27,0,2015-01-15T19:53:24.000Z,971899571239469056,False,False,,,bot
17039652,inchekubi,207,4819,11,2008-10-29T11:52:26.000Z,1325971594263490580,False,False,,,human
1014793793353199617,riphoesay,152,1800,0,2018-07-05T08:51:09.000Z,,False,False,,he/him,human
202375506,followtheh,4793,88977,417,2010-10-13T22:29:42.000Z,1355873917370511361,False,False,,,human
347865421,HuytotheDang,0,3338,1,2011-08-03T13:58:15.000Z,,False,False,,"HCMC, Vietnam",bot
572785000,a80guglielmi,56,723,0,2012-05-06T16:25:24.000Z,,False,False,,,bot
4790681969,Oneway107,128,280,0,2016-01-13T04:14:59.000Z,,False,False,,,human
380457314,SamanthaJune666,0,3125,1,2011-09-26T17:44:32.000Z,,False,False,,,bot
15729017,Gennefer,2239,77995,820,2008-08-04T22:45:38.000Z,927758200287387648,False,True,,"Los Angeles, CA",human
596377986,EU_EDPS,3373,6078,809,2012-06-01T09:25:11.000Z,,False,True,,"Brussels, Belgium",human
711721350,SkylerJeffery,26,2999,1,2012-07-23T03:27:35.000Z,,False,False,,,bot
326369679,msubtweeter,557,49,2,2011-06-29T20:17:16.000Z,609025993924202497,False,False,,Pakistan,bot
866648466,tteodoras,185,76137,5,2012-10-07T17:21:31.000Z,1369120436211097600,False,False,,,bot
708759570319953920,vroom_vroom_bot,3,3547,14,2016-03-12T21:00:24.000Z,,False,False,,,bot
722003254716944384,suqichen1978,364,1710,0,2016-04-18T10:06:04.000Z,,True,False,,,bot
418,dens,3481,77803,4106,2006-07-05T19:52:46.000Z,,False,True,,NYC / Kingston,human
19399072,suny1,214,3006,0,2009-01-23T15:47:52.000Z,,False,False,,NYC/Dusseldorf ,bot
875782003244892160,poygxvwsrtvrp21,0,396,0,2017-06-16T18:27:55.000Z,,False,False,,,bot
734035576068788225,RUMI_0619,0,366,0,2016-05-21T14:58:13.000Z,,False,False,,"Tokyo-to, Japan",bot
816463277643288577,dastud7979,167,3909,2,2017-01-04T01:56:29.000Z,1513165079738392585,False,False,,United States,human
611582397,BahayniQuotes,0,4837,0,2012-06-18T08:14:33.000Z,727751685947396100,False,False,,Wala kang PAKE!,human
57409991,JoannaLohman,1639,22119,221,2009-07-16T18:43:00.000Z,1442550035934179330,False,True,,"Bethesda, MD",human
46662096,LAWTURK,1286,735,0,2009-06-12T14:28:28.000Z,,False,False,,ROCHESTER NY,human
101974483,EFMathieu,2000,1069,3,2010-01-05T05:58:49.000Z,,False,False,,"Connecticut, USA",human
2610430435,bigpappapump123,4999,2558,5,2014-07-07T20:26:22.000Z,,False,False,,,bot
38797799,TiwaSavage,2746,40538,3597,2009-05-09T04:29:32.000Z,1510224767919480832,False,True,,,human
30409200,everywhereist,595,81789,1572,2009-04-11T05:57:44.000Z,859451909429616641,False,True,,,human
24117754,Poshy2005,1069,10806,5,2009-03-13T03:22:11.000Z,,False,False,,"springfield, mo",human
491258363,MohanShakti,200,7568,214,2012-02-13T12:44:28.000Z,,False,True,,Mumbai,human
4112253434,BeeneSamuel,41,3621,20,2015-11-03T11:17:14.000Z,,False,False,,,bot
872826012794585089,SSDGM666,133,163,0,2017-06-08T14:41:52.000Z,,False,False,,"Maryland, USA",human
876795381841100801,Odiotuttigioia,176,6873,0,2017-06-19T13:34:43.000Z,983673863543382018,False,False,,,bot
287834630,GNev2,1000,17792,9889,2011-04-25T19:27:56.000Z,1509194620357554180,False,True,,,human
62915097,Teresav4,910,63189,24,2009-08-04T20:12:11.000Z,,False,False,,,human
